href,name,hostname,port,protocol,process_name,win_service_name
/orgs/1/workloads/cad25021-a4bd-4044-9e0d-6c1c10c7ea10,,ecm-proc02-prd,8070,6,/usr/lib/jvm/java-1.8.0-openjdk-1.8.0.322.b06-1.el7_9.x86_64/jre/bin/java,
/orgs/1/workloads/cad25021-a4bd-4044-9e0d-6c1c10c7ea10,,ecm-proc02-prd,68,17,/usr/sbin/dhclient,
/orgs/1/workloads/cad25021-a4bd-4044-9e0d-6c1c10c7ea10,,ecm-proc02-prd,57550,17,/usr/sbin/dhclient,
/orgs/1/workloads/cad25021-a4bd-4044-9e0d-6c1c10c7ea10,,ecm-proc02-prd,22,6,/usr/sbin/sshd,
/orgs/1/workloads/cad25021-a4bd-4044-9e0d-6c1c10c7ea10,,ecm-proc02-prd,5666,6,/usr/sbin/nrpe,
/orgs/1/workloads/cad25021-a4bd-4044-9e0d-6c1c10c7ea10,,ecm-proc02-prd,52311,6,/opt/BESClient/bin/BESClient,
/orgs/1/workloads/cad25021-a4bd-4044-9e0d-6c1c10c7ea10,,ecm-proc02-prd,111,6,/usr/sbin/rpcbind,
/orgs/1/workloads/cad25021-a4bd-4044-9e0d-6c1c10c7ea10,,ecm-proc02-prd,111,17,/usr/sbin/rpcbind,
/orgs/1/workloads/a29016a2-b529-4b8e-883a-9b91a8e62440,,swf-web04-prd,443,6,/usr/sbin/httpd,
/orgs/1/workloads/a29016a2-b529-4b8e-883a-9b91a8e62440,,swf-web04-prd,68,17,/usr/sbin/dhclient,
/orgs/1/workloads/a29016a2-b529-4b8e-883a-9b91a8e62440,,swf-web04-prd,57026,17,/usr/sbin/dhclient,
/orgs/1/workloads/a29016a2-b529-4b8e-883a-9b91a8e62440,,swf-web04-prd,22,6,/usr/sbin/sshd,
/orgs/1/workloads/a29016a2-b529-4b8e-883a-9b91a8e62440,,swf-web04-prd,5666,6,/usr/sbin/nrpe,
/orgs/1/workloads/a29016a2-b529-4b8e-883a-9b91a8e62440,,swf-web04-prd,52311,6,/opt/BESClient/bin/BESClient,
/orgs/1/workloads/a29016a2-b529-4b8e-883a-9b91a8e62440,,swf-web04-prd,111,6,/usr/sbin/rpcbind,
/orgs/1/workloads/a29016a2-b529-4b8e-883a-9b91a8e62440,,swf-web04-prd,111,17,/usr/sbin/rpcbind,
/orgs/1/workloads/cf95e2ab-6626-4911-9cd6-0d301dabc2b1,,pay-web03-prd,443,6,/usr/sbin/httpd,
/orgs/1/workloads/cf95e2ab-6626-4911-9cd6-0d301dabc2b1,,pay-web03-prd,68,17,/usr/sbin/dhclient,
/orgs/1/workloads/cf95e2ab-6626-4911-9cd6-0d301dabc2b1,,pay-web03-prd,51351,17,/usr/sbin/dhclient,
/orgs/1/workloads/cf95e2ab-6626-4911-9cd6-0d301dabc2b1,,pay-web03-prd,22,6,/usr/sbin/sshd,
/orgs/1/workloads/cf95e2ab-6626-4911-9cd6-0d301dabc2b1,,pay-web03-prd,5666,6,/usr/sbin/nrpe,
/orgs/1/workloads/cf95e2ab-6626-4911-9cd6-0d301dabc2b1,,pay-web03-prd,52311,6,/opt/BESClient/bin/BESClient,
/orgs/1/workloads/cf95e2ab-6626-4911-9cd6-0d301dabc2b1,,pay-web03-prd,111,6,/usr/sbin/rpcbind,
/orgs/1/workloads/cf95e2ab-6626-4911-9cd6-0d301dabc2b1,,pay-web03-prd,111,17,/usr/sbin/rpcbind,
/orgs/1/workloads/4ac9fba0-d755-433a-998b-6e18788377b9,,ecm-db01-prd,3306,6,/usr/sbin/mysqld,
/orgs/1/workloads/4ac9fba0-d755-433a-998b-6e18788377b9,,ecm-db01-prd,68,17,/usr/sbin/dhclient,
/orgs/1/workloads/4ac9fba0-d755-433a-998b-6e18788377b9,,ecm-db01-prd,51582,17,/usr/sbin/dhclient,
/orgs/1/workloads/4ac9fba0-d755-433a-998b-6e18788377b9,,ecm-db01-prd,22,6,/usr/sbin/sshd,
/orgs/1/workloads/4ac9fba0-d755-433a-998b-6e18788377b9,,ecm-db01-prd,5666,6,/usr/sbin/nrpe,
/orgs/1/workloads/4ac9fba0-d755-433a-998b-6e18788377b9,,ecm-db01-prd,52311,6,/opt/BESClient/bin/BESClient,
/orgs/1/workloads/4ac9fba0-d755-433a-998b-6e18788377b9,,ecm-db01-prd,111,6,/usr/sbin/rpcbind,
/orgs/1/workloads/4ac9fba0-d755-433a-998b-6e18788377b9,,ecm-db01-prd,111,17,/usr/sbin/rpcbind,
/orgs/1/workloads/cdbb4598-3603-4a5b-81e9-52a2ab0d9406,,ord-web02-prd,8080,6,/usr/sbin/httpd,
/orgs/1/workloads/cdbb4598-3603-4a5b-81e9-52a2ab0d9406,,ord-web02-prd,68,17,/usr/sbin/dhclient,
/orgs/1/workloads/cdbb4598-3603-4a5b-81e9-52a2ab0d9406,,ord-web02-prd,59954,17,/usr/sbin/dhclient,
/orgs/1/workloads/cdbb4598-3603-4a5b-81e9-52a2ab0d9406,,ord-web02-prd,22,6,/usr/sbin/sshd,
/orgs/1/workloads/cdbb4598-3603-4a5b-81e9-52a2ab0d9406,,ord-web02-prd,5666,6,/usr/sbin/nrpe,
/orgs/1/workloads/cdbb4598-3603-4a5b-81e9-52a2ab0d9406,,ord-web02-prd,52311,6,/opt/BESClient/bin/BESClient,
/orgs/1/workloads/cdbb4598-3603-4a5b-81e9-52a2ab0d9406,,ord-web02-prd,111,6,/usr/sbin/rpcbind,
/orgs/1/workloads/cdbb4598-3603-4a5b-81e9-52a2ab0d9406,,ord-web02-prd,111,17,/usr/sbin/rpcbind,
/orgs/1/workloads/a27266e5-d790-4308-a3d9-b34e44ccee64,,ecm-db02-prd,3306,6,/usr/sbin/mysqld,
/orgs/1/workloads/a27266e5-d790-4308-a3d9-b34e44ccee64,,ecm-db02-prd,68,17,/usr/sbin/dhclient,
/orgs/1/workloads/a27266e5-d790-4308-a3d9-b34e44ccee64,,ecm-db02-prd,51550,17,/usr/sbin/dhclient,
/orgs/1/workloads/a27266e5-d790-4308-a3d9-b34e44ccee64,,ecm-db02-prd,22,6,/usr/sbin/sshd,
/orgs/1/workloads/a27266e5-d790-4308-a3d9-b34e44ccee64,,ecm-db02-prd,5666,6,/usr/sbin/nrpe,
/orgs/1/workloads/a27266e5-d790-4308-a3d9-b34e44ccee64,,ecm-db02-prd,52311,6,/opt/BESClient/bin/BESClient,
/orgs/1/workloads/a27266e5-d790-4308-a3d9-b34e44ccee64,,ecm-db02-prd,111,6,/usr/sbin/rpcbind,
/orgs/1/workloads/a27266e5-d790-4308-a3d9-b34e44ccee64,,ecm-db02-prd,111,17,/usr/sbin/rpcbind,
/orgs/1/workloads/3518e1f0-6361-4285-ba90-9ef4d21af2d1,,swf-gw04-prd,3306,6,/usr/sbin/mysqld,
/orgs/1/workloads/3518e1f0-6361-4285-ba90-9ef4d21af2d1,,swf-gw04-prd,68,17,/usr/sbin/dhclient,
/orgs/1/workloads/3518e1f0-6361-4285-ba90-9ef4d21af2d1,,swf-gw04-prd,50874,17,/usr/sbin/dhclient,
/orgs/1/workloads/3518e1f0-6361-4285-ba90-9ef4d21af2d1,,swf-gw04-prd,22,6,/usr/sbin/sshd,
/orgs/1/workloads/3518e1f0-6361-4285-ba90-9ef4d21af2d1,,swf-gw04-prd,5666,6,/usr/sbin/nrpe,
/orgs/1/workloads/3518e1f0-6361-4285-ba90-9ef4d21af2d1,,swf-gw04-prd,52311,6,/opt/BESClient/bin/BESClient,
/orgs/1/workloads/3518e1f0-6361-4285-ba90-9ef4d21af2d1,,swf-gw04-prd,111,6,/usr/sbin/rpcbind,
/orgs/1/workloads/3518e1f0-6361-4285-ba90-9ef4d21af2d1,,swf-gw04-prd,111,17,/usr/sbin/rpcbind,
/orgs/1/workloads/6ce5bd1d-254c-44cb-a5ae-020c9eebb8cd,,cat-web01-prd,443,6,/usr/sbin/httpd,
/orgs/1/workloads/6ce5bd1d-254c-44cb-a5ae-020c9eebb8cd,,cat-web01-prd,68,17,/usr/sbin/dhclient,
/orgs/1/workloads/6ce5bd1d-254c-44cb-a5ae-020c9eebb8cd,,cat-web01-prd,61605,17,/usr/sbin/dhclient,
/orgs/1/workloads/6ce5bd1d-254c-44cb-a5ae-020c9eebb8cd,,cat-web01-prd,22,6,/usr/sbin/sshd,
/orgs/1/workloads/6ce5bd1d-254c-44cb-a5ae-020c9eebb8cd,,cat-web01-prd,5666,6,/usr/sbin/nrpe,
/orgs/1/workloads/6ce5bd1d-254c-44cb-a5ae-020c9eebb8cd,,cat-web01-prd,52311,6,/opt/BESClient/bin/BESClient,
/orgs/1/workloads/6ce5bd1d-254c-44cb-a5ae-020c9eebb8cd,,cat-web01-prd,111,6,/usr/sbin/rpcbind,
/orgs/1/workloads/6ce5bd1d-254c-44cb-a5ae-020c9eebb8cd,,cat-web01-prd,111,17,/usr/sbin/rpcbind,
/orgs/1/workloads/ff6be424-31e7-45c4-8c21-af655940ad2e,,pay-web04-prd,443,6,/usr/sbin/httpd,
/orgs/1/workloads/ff6be424-31e7-45c4-8c21-af655940ad2e,,pay-web04-prd,68,17,/usr/sbin/dhclient,
/orgs/1/workloads/ff6be424-31e7-45c4-8c21-af655940ad2e,,pay-web04-prd,54936,17,/usr/sbin/dhclient,
/orgs/1/workloads/ff6be424-31e7-45c4-8c21-af655940ad2e,,pay-web04-prd,22,6,/usr/sbin/sshd,
/orgs/1/workloads/ff6be424-31e7-45c4-8c21-af655940ad2e,,pay-web04-prd,5666,6,/usr/sbin/nrpe,
/orgs/1/workloads/ff6be424-31e7-45c4-8c21-af655940ad2e,,pay-web04-prd,52311,6,/opt/BESClient/bin/BESClient,
/orgs/1/workloads/ff6be424-31e7-45c4-8c21-af655940ad2e,,pay-web04-prd,111,6,/usr/sbin/rpcbind,
/orgs/1/workloads/ff6be424-31e7-45c4-8c21-af655940ad2e,,pay-web04-prd,111,17,/usr/sbin/rpcbind,
/orgs/1/workloads/429881f7-aff5-412b-9bc4-8ec303e15a99,,pos-proc04-pci,8070,6,/usr/lib/jvm/java-1.8.0-openjdk-1.8.0.322.b06-1.el7_9.x86_64/jre/bin/java,
/orgs/1/workloads/429881f7-aff5-412b-9bc4-8ec303e15a99,,pos-proc04-pci,68,17,/usr/sbin/dhclient,
/orgs/1/workloads/429881f7-aff5-412b-9bc4-8ec303e15a99,,pos-proc04-pci,60017,17,/usr/sbin/dhclient,
/orgs/1/workloads/429881f7-aff5-412b-9bc4-8ec303e15a99,,pos-proc04-pci,22,6,/usr/sbin/sshd,
/orgs/1/workloads/429881f7-aff5-412b-9bc4-8ec303e15a99,,pos-proc04-pci,5666,6,/usr/sbin/nrpe,
/orgs/1/workloads/429881f7-aff5-412b-9bc4-8ec303e15a99,,pos-proc04-pci,52311,6,/opt/BESClient/bin/BESClient,
/orgs/1/workloads/429881f7-aff5-412b-9bc4-8ec303e15a99,,pos-proc04-pci,111,6,/usr/sbin/rpcbind,
/orgs/1/workloads/429881f7-aff5-412b-9bc4-8ec303e15a99,,pos-proc04-pci,111,17,/usr/sbin/rpcbind,
/orgs/1/workloads/a2be14a4-70fe-4a78-8d37-0cd3f88ffe39,,swf-web07-prd,8070,6,/usr/lib/jvm/java-1.8.0-openjdk-1.8.0.322.b06-1.el7_9.x86_64/jre/bin/java,
/orgs/1/workloads/a2be14a4-70fe-4a78-8d37-0cd3f88ffe39,,swf-web07-prd,68,17,/usr/sbin/dhclient,
/orgs/1/workloads/a2be14a4-70fe-4a78-8d37-0cd3f88ffe39,,swf-web07-prd,57578,17,/usr/sbin/dhclient,
/orgs/1/workloads/a2be14a4-70fe-4a78-8d37-0cd3f88ffe39,,swf-web07-prd,22,6,/usr/sbin/sshd,
/orgs/1/workloads/a2be14a4-70fe-4a78-8d37-0cd3f88ffe39,,swf-web07-prd,5666,6,/usr/sbin/nrpe,
/orgs/1/workloads/a2be14a4-70fe-4a78-8d37-0cd3f88ffe39,,swf-web07-prd,52311,6,/opt/BESClient/bin/BESClient,
/orgs/1/workloads/a2be14a4-70fe-4a78-8d37-0cd3f88ffe39,,swf-web07-prd,111,6,/usr/sbin/rpcbind,
/orgs/1/workloads/a2be14a4-70fe-4a78-8d37-0cd3f88ffe39,,swf-web07-prd,111,17,/usr/sbin/rpcbind,
/orgs/1/workloads/a5ed47e1-f50a-4a87-b623-4157a76a1ec3,,prc-proc01-prd,8070,6,/usr/lib/jvm/java-1.8.0-openjdk-1.8.0.322.b06-1.el7_9.x86_64/jre/bin/java,
/orgs/1/workloads/a5ed47e1-f50a-4a87-b623-4157a76a1ec3,,prc-proc01-prd,68,17,/usr/sbin/dhclient,
/orgs/1/workloads/a5ed47e1-f50a-4a87-b623-4157a76a1ec3,,prc-proc01-prd,62310,17,/usr/sbin/dhclient,
/orgs/1/workloads/a5ed47e1-f50a-4a87-b623-4157a76a1ec3,,prc-proc01-prd,22,6,/usr/sbin/sshd,
/orgs/1/workloads/a5ed47e1-f50a-4a87-b623-4157a76a1ec3,,prc-proc01-prd,5666,6,/usr/sbin/nrpe,
/orgs/1/workloads/a5ed47e1-f50a-4a87-b623-4157a76a1ec3,,prc-proc01-prd,52311,6,/opt/BESClient/bin/BESClient,
/orgs/1/workloads/a5ed47e1-f50a-4a87-b623-4157a76a1ec3,,prc-proc01-prd,111,6,/usr/sbin/rpcbind,
/orgs/1/workloads/a5ed47e1-f50a-4a87-b623-4157a76a1ec3,,prc-proc01-prd,111,17,/usr/sbin/rpcbind,
/orgs/1/workloads/4d2bd807-63bb-416e-be9b-83f177233555,,cat-db01-prd,3306,6,/usr/sbin/mysqld,
/orgs/1/workloads/4d2bd807-63bb-416e-be9b-83f177233555,,cat-db01-prd,68,17,/usr/sbin/dhclient,
/orgs/1/workloads/4d2bd807-63bb-416e-be9b-83f177233555,,cat-db01-prd,58948,17,/usr/sbin/dhclient,
/orgs/1/workloads/4d2bd807-63bb-416e-be9b-83f177233555,,cat-db01-prd,22,6,/usr/sbin/sshd,
/orgs/1/workloads/4d2bd807-63bb-416e-be9b-83f177233555,,cat-db01-prd,5666,6,/usr/sbin/nrpe,
/orgs/1/workloads/4d2bd807-63bb-416e-be9b-83f177233555,,cat-db01-prd,52311,6,/opt/BESClient/bin/BESClient,
/orgs/1/workloads/4d2bd807-63bb-416e-be9b-83f177233555,,cat-db01-prd,111,6,/usr/sbin/rpcbind,
/orgs/1/workloads/4d2bd807-63bb-416e-be9b-83f177233555,,cat-db01-prd,111,17,/usr/sbin/rpcbind,
/orgs/1/workloads/5e124c92-a9aa-4724-b518-e7d9f3824b95,,ord-proc05-prd,8070,6,/usr/lib/jvm/java-1.8.0-openjdk-1.8.0.322.b06-1.el7_9.x86_64/jre/bin/java,
/orgs/1/workloads/5e124c92-a9aa-4724-b518-e7d9f3824b95,,ord-proc05-prd,68,17,/usr/sbin/dhclient,
/orgs/1/workloads/5e124c92-a9aa-4724-b518-e7d9f3824b95,,ord-proc05-prd,60098,17,/usr/sbin/dhclient,
/orgs/1/workloads/5e124c92-a9aa-4724-b518-e7d9f3824b95,,ord-proc05-prd,22,6,/usr/sbin/sshd,
/orgs/1/workloads/5e124c92-a9aa-4724-b518-e7d9f3824b95,,ord-proc05-prd,5666,6,/usr/sbin/nrpe,
/orgs/1/workloads/5e124c92-a9aa-4724-b518-e7d9f3824b95,,ord-proc05-prd,52311,6,/opt/BESClient/bin/BESClient,
/orgs/1/workloads/5e124c92-a9aa-4724-b518-e7d9f3824b95,,ord-proc05-prd,111,6,/usr/sbin/rpcbind,
/orgs/1/workloads/5e124c92-a9aa-4724-b518-e7d9f3824b95,,ord-proc05-prd,111,17,/usr/sbin/rpcbind,
/orgs/1/workloads/46f9ae03-5c7f-40dd-9682-e297ee2e4579,,ord-proc06-prd,8070,6,/usr/lib/jvm/java-1.8.0-openjdk-1.8.0.322.b06-1.el7_9.x86_64/jre/bin/java,
/orgs/1/workloads/46f9ae03-5c7f-40dd-9682-e297ee2e4579,,ord-proc06-prd,68,17,/usr/sbin/dhclient,
/orgs/1/workloads/46f9ae03-5c7f-40dd-9682-e297ee2e4579,,ord-proc06-prd,51150,17,/usr/sbin/dhclient,
/orgs/1/workloads/46f9ae03-5c7f-40dd-9682-e297ee2e4579,,ord-proc06-prd,22,6,/usr/sbin/sshd,
/orgs/1/workloads/46f9ae03-5c7f-40dd-9682-e297ee2e4579,,ord-proc06-prd,5666,6,/usr/sbin/nrpe,
/orgs/1/workloads/46f9ae03-5c7f-40dd-9682-e297ee2e4579,,ord-proc06-prd,52311,6,/opt/BESClient/bin/BESClient,
/orgs/1/workloads/46f9ae03-5c7f-40dd-9682-e297ee2e4579,,ord-proc06-prd,111,6,/usr/sbin/rpcbind,
/orgs/1/workloads/46f9ae03-5c7f-40dd-9682-e297ee2e4579,,ord-proc06-prd,111,17,/usr/sbin/rpcbind,
/orgs/1/workloads/92e7875d-d2cf-40fb-88f5-77707f18d340,,prc-proc02-prd,8070,6,/usr/lib/jvm/java-1.8.0-openjdk-1.8.0.322.b06-1.el7_9.x86_64/jre/bin/java,
/orgs/1/workloads/92e7875d-d2cf-40fb-88f5-77707f18d340,,prc-proc02-prd,68,17,/usr/sbin/dhclient,
/orgs/1/workloads/92e7875d-d2cf-40fb-88f5-77707f18d340,,prc-proc02-prd,60561,17,/usr/sbin/dhclient,
/orgs/1/workloads/92e7875d-d2cf-40fb-88f5-77707f18d340,,prc-proc02-prd,22,6,/usr/sbin/sshd,
/orgs/1/workloads/92e7875d-d2cf-40fb-88f5-77707f18d340,,prc-proc02-prd,5666,6,/usr/sbin/nrpe,
/orgs/1/workloads/92e7875d-d2cf-40fb-88f5-77707f18d340,,prc-proc02-prd,52311,6,/opt/BESClient/bin/BESClient,
/orgs/1/workloads/92e7875d-d2cf-40fb-88f5-77707f18d340,,prc-proc02-prd,111,6,/usr/sbin/rpcbind,
/orgs/1/workloads/92e7875d-d2cf-40fb-88f5-77707f18d340,,prc-proc02-prd,111,17,/usr/sbin/rpcbind,
/orgs/1/workloads/7dc268aa-3a34-44f1-9668-f797903bfbe4,,acd-dc04-prd,5355,6,C:\Windows\System32\svchost.exe,Dnscache
/orgs/1/workloads/7dc268aa-3a34-44f1-9668-f797903bfbe4,,acd-dc04-prd,5353,6,C:\Windows\System32\svchost.exe,Dnscache
/orgs/1/workloads/7dc268aa-3a34-44f1-9668-f797903bfbe4,,acd-dc04-prd,464,6,C:\Windows\System32\lsass.exe,Kdc
/orgs/1/workloads/7dc268aa-3a34-44f1-9668-f797903bfbe4,,acd-dc04-prd,389,6,C:\Windows\System32\lsass.exe,DCLocator
/orgs/1/workloads/7dc268aa-3a34-44f1-9668-f797903bfbe4,,acd-dc04-prd,88,6,C:\Windows\System32\lsass.exe,Kdc
/orgs/1/workloads/7dc268aa-3a34-44f1-9668-f797903bfbe4,,acd-dc04-prd,53,6,C:\Windows\System32\dns.exe,DNS
/orgs/1/workloads/7dc268aa-3a34-44f1-9668-f797903bfbe4,,acd-dc04-prd,5986,6,System,WinRm
/orgs/1/workloads/7dc268aa-3a34-44f1-9668-f797903bfbe4,,acd-dc04-prd,464,6,C:\Windows\System32\lsass.exe,Kdc
/orgs/1/workloads/7dc268aa-3a34-44f1-9668-f797903bfbe4,,acd-dc04-prd,88,6,C:\Windows\System32\lsass.exe,Kdc
/orgs/1/workloads/7dc268aa-3a34-44f1-9668-f797903bfbe4,,acd-dc04-prd,57583,6,C:\Windows\System32\dfsrs.exe,DFSR
/orgs/1/workloads/7dc268aa-3a34-44f1-9668-f797903bfbe4,,acd-dc04-prd,49705,6,C:\Windows\System32\dns.exe,DNS
/orgs/1/workloads/7dc268aa-3a34-44f1-9668-f797903bfbe4,,acd-dc04-prd,49682,6,C:\Windows\System32\services.exe,
/orgs/1/workloads/7dc268aa-3a34-44f1-9668-f797903bfbe4,,acd-dc04-prd,49676,6,C:\Windows\System32\spoolsv.exe,Spooler
/orgs/1/workloads/7dc268aa-3a34-44f1-9668-f797903bfbe4,,acd-dc04-prd,49668,6,C:\Windows\System32\lsass.exe,Kdc
/orgs/1/workloads/7dc268aa-3a34-44f1-9668-f797903bfbe4,,acd-dc04-prd,49666,6,C:\Windows\System32\svchost.exe,SessionEnv
/orgs/1/workloads/7dc268aa-3a34-44f1-9668-f797903bfbe4,,acd-dc04-prd,49664,6,C:\Windows\System32\wininit.exe,
/orgs/1/workloads/7dc268aa-3a34-44f1-9668-f797903bfbe4,,acd-dc04-prd,9389,6,C:\Windows\ADWS\Microsoft.ActiveDirectory.WebServices.exe,ADWS
/orgs/1/workloads/7dc268aa-3a34-44f1-9668-f797903bfbe4,,acd-dc04-prd,3269,6,C:\Windows\System32\lsass.exe,GlobalCatalog
/orgs/1/workloads/7dc268aa-3a34-44f1-9668-f797903bfbe4,,acd-dc04-prd,3268,6,C:\Windows\System32\lsass.exe,GlobalCatalog
/orgs/1/workloads/7dc268aa-3a34-44f1-9668-f797903bfbe4,,acd-dc04-prd,636,6,C:\Windows\System32\lsass.exe,LDAPSSL
/orgs/1/workloads/7dc268aa-3a34-44f1-9668-f797903bfbe4,,acd-dc04-prd,593,6,C:\Windows\System32\svchost.exe,RpcEptMapper
/orgs/1/workloads/7dc268aa-3a34-44f1-9668-f797903bfbe4,,acd-dc04-prd,389,6,C:\Windows\System32\lsass.exe,LDAPServer
/orgs/1/workloads/7dc268aa-3a34-44f1-9668-f797903bfbe4,,acd-dc04-prd,53,6,C:\Windows\System32\dns.exe,DNS
/orgs/1/workloads/7dc268aa-3a34-44f1-9668-f797903bfbe4,,acd-dc04-prd,52311,17,C:\Program Files (x86)\BigFix Enterprise\BES Client\BESClient.exe,BESClient
/orgs/1/workloads/7dc268aa-3a34-44f1-9668-f797903bfbe4,,acd-dc04-prd,5050,17,C:\Windows\System32\svchost.exe,CDPSvc
/orgs/1/workloads/7dc268aa-3a34-44f1-9668-f797903bfbe4,,acd-dc04-prd,4500,17,C:\Windows\System32\svchost.exe,IKEEXT
/orgs/1/workloads/7dc268aa-3a34-44f1-9668-f797903bfbe4,,acd-dc04-prd,3389,17,C:\Windows\System32\svchost.exe,TermService
/orgs/1/workloads/7dc268aa-3a34-44f1-9668-f797903bfbe4,,acd-dc04-prd,500,17,C:\Windows\System32\svchost.exe,IKEEXT
/orgs/1/workloads/7dc268aa-3a34-44f1-9668-f797903bfbe4,,acd-dc04-prd,138,17,System,NetBIOS-NS
/orgs/1/workloads/7dc268aa-3a34-44f1-9668-f797903bfbe4,,acd-dc04-prd,137,17,System,NetBIOS-DS
/orgs/1/workloads/7dc268aa-3a34-44f1-9668-f797903bfbe4,,acd-dc04-prd,123,17,C:\Windows\System32\svchost.exe,W32Time
/orgs/1/workloads/7dc268aa-3a34-44f1-9668-f797903bfbe4,,acd-dc04-prd,51647,6,System,WinRm
/orgs/1/workloads/7dc268aa-3a34-44f1-9668-f797903bfbe4,,acd-dc04-prd,5985,6,System,WinRm
/orgs/1/workloads/7dc268aa-3a34-44f1-9668-f797903bfbe4,,acd-dc04-prd,445,6,System,SMB
/orgs/1/workloads/7dc268aa-3a34-44f1-9668-f797903bfbe4,,acd-dc04-prd,21,6,C:\Windows\System32\svchost.exe,ftpsvc
/orgs/1/workloads/7dc268aa-3a34-44f1-9668-f797903bfbe4,,acd-dc04-prd,56241,6,C:\Windows\System32\lsass.exe,
/orgs/1/workloads/7dc268aa-3a34-44f1-9668-f797903bfbe4,,acd-dc04-prd,51191,6,C:\Windows\System32\services.exe,
/orgs/1/workloads/7dc268aa-3a34-44f1-9668-f797903bfbe4,,acd-dc04-prd,55381,6,C:\Windows\System32\svchost.exe,PolicyAgent
/orgs/1/workloads/7dc268aa-3a34-44f1-9668-f797903bfbe4,,acd-dc04-prd,52985,6,C:\Windows\System32\svchost.exe,Schedule
/orgs/1/workloads/7dc268aa-3a34-44f1-9668-f797903bfbe4,,acd-dc04-prd,55028,6,C:\Windows\System32\lsass.exe,Netlogon
/orgs/1/workloads/7dc268aa-3a34-44f1-9668-f797903bfbe4,,acd-dc04-prd,51620,6,C:\Windows\System32\svchost.exe,EventLog
/orgs/1/workloads/7dc268aa-3a34-44f1-9668-f797903bfbe4,,acd-dc04-prd,53724,6,C:\Windows\System32\wininit.exe,
/orgs/1/workloads/7dc268aa-3a34-44f1-9668-f797903bfbe4,,acd-dc04-prd,3389,6,C:\Windows\System32\svchost.exe,TermService
/orgs/1/workloads/7dc268aa-3a34-44f1-9668-f797903bfbe4,,acd-dc04-prd,139,6,System,NetBIOS-SS
/orgs/1/workloads/7dc268aa-3a34-44f1-9668-f797903bfbe4,,acd-dc04-prd,135,6,C:\Windows\System32\svchost.exe,RpcSs
/orgs/1/workloads/5f5709ea-c23c-4706-b0b7-23234f939104,,pay-proc02-prd,8070,6,/usr/lib/jvm/java-1.8.0-openjdk-1.8.0.322.b06-1.el7_9.x86_64/jre/bin/java,
/orgs/1/workloads/5f5709ea-c23c-4706-b0b7-23234f939104,,pay-proc02-prd,68,17,/usr/sbin/dhclient,
/orgs/1/workloads/5f5709ea-c23c-4706-b0b7-23234f939104,,pay-proc02-prd,53651,17,/usr/sbin/dhclient,
/orgs/1/workloads/5f5709ea-c23c-4706-b0b7-23234f939104,,pay-proc02-prd,22,6,/usr/sbin/sshd,
/orgs/1/workloads/5f5709ea-c23c-4706-b0b7-23234f939104,,pay-proc02-prd,5666,6,/usr/sbin/nrpe,
/orgs/1/workloads/5f5709ea-c23c-4706-b0b7-23234f939104,,pay-proc02-prd,52311,6,/opt/BESClient/bin/BESClient,
/orgs/1/workloads/5f5709ea-c23c-4706-b0b7-23234f939104,,pay-proc02-prd,111,6,/usr/sbin/rpcbind,
/orgs/1/workloads/5f5709ea-c23c-4706-b0b7-23234f939104,,pay-proc02-prd,111,17,/usr/sbin/rpcbind,
/orgs/1/workloads/7b150c80-b25f-4066-88f4-1a993e763488,,prc-db01-prd,3306,6,/usr/sbin/mysqld,
/orgs/1/workloads/7b150c80-b25f-4066-88f4-1a993e763488,,prc-db01-prd,68,17,/usr/sbin/dhclient,
/orgs/1/workloads/7b150c80-b25f-4066-88f4-1a993e763488,,prc-db01-prd,60736,17,/usr/sbin/dhclient,
/orgs/1/workloads/7b150c80-b25f-4066-88f4-1a993e763488,,prc-db01-prd,22,6,/usr/sbin/sshd,
/orgs/1/workloads/7b150c80-b25f-4066-88f4-1a993e763488,,prc-db01-prd,5666,6,/usr/sbin/nrpe,
/orgs/1/workloads/7b150c80-b25f-4066-88f4-1a993e763488,,prc-db01-prd,52311,6,/opt/BESClient/bin/BESClient,
/orgs/1/workloads/7b150c80-b25f-4066-88f4-1a993e763488,,prc-db01-prd,111,6,/usr/sbin/rpcbind,
/orgs/1/workloads/7b150c80-b25f-4066-88f4-1a993e763488,,prc-db01-prd,111,17,/usr/sbin/rpcbind,
/orgs/1/workloads/e7b5b1ea-0152-4acf-80b9-2fed302443ac,,ord-db03-prd,3306,6,/usr/sbin/mysqld,
/orgs/1/workloads/e7b5b1ea-0152-4acf-80b9-2fed302443ac,,ord-db03-prd,68,17,/usr/sbin/dhclient,
/orgs/1/workloads/e7b5b1ea-0152-4acf-80b9-2fed302443ac,,ord-db03-prd,59848,17,/usr/sbin/dhclient,
/orgs/1/workloads/e7b5b1ea-0152-4acf-80b9-2fed302443ac,,ord-db03-prd,22,6,/usr/sbin/sshd,
/orgs/1/workloads/e7b5b1ea-0152-4acf-80b9-2fed302443ac,,ord-db03-prd,5666,6,/usr/sbin/nrpe,
/orgs/1/workloads/e7b5b1ea-0152-4acf-80b9-2fed302443ac,,ord-db03-prd,52311,6,/opt/BESClient/bin/BESClient,
/orgs/1/workloads/e7b5b1ea-0152-4acf-80b9-2fed302443ac,,ord-db03-prd,111,6,/usr/sbin/rpcbind,
